study_id,cycle,d_round_1,d_round_2,d_round_3,d_round_4,d_round_5,d_round_6,d_round_7,d_round_8,d_round_9,d_round_10,d_round_11,d_round_12,d_round_13,d_round_14,d_round_15,d_round_16,d_round_17,d_round_18,d_round_19,d_round_20,d_round_21,d_round_22,d_round_23,d_round_24,d_round_25,d_round_26,d_round_27,d_round_28,d_round_29,d_round_30,control_round_1,intervention_round_1,control_round_2,intervention_round_2,control_round_3,intervention_round_3,control_round_4,intervention_round_4,control_round_5,intervention_round_5,control_round_6,intervention_round_6,control_round_7,intervention_round_7,control_round_8,intervention_round_8,control_round_9,intervention_round_9,control_round_10,intervention_round_10,control_round_11,intervention_round_11,control_round_12,intervention_round_12,control_round_13,intervention_round_13,control_round_14,intervention_round_14,control_round_15,intervention_round_15,control_round_16,intervention_round_16,control_round_17,intervention_round_17,control_round_18,intervention_round_18,control_round_19,intervention_round_19,control_round_20,intervention_round_20,control_round_21,intervention_round_21,control_round_22,intervention_round_22,control_round_23,intervention_round_23,control_round_24,intervention_round_24,control_round_25,intervention_round_25,control_round_26,intervention_round_26,control_round_27,intervention_round_27,control_round_28,intervention_round_28,control_round_29,intervention_round_29,control_round_30,intervention_round_30
Demarque_8,single nudge,-1.9732703710706283,-0.8055782530822694,-0.8380207449249606,-0.7863741345415567,-0.8037451278419017,-0.8176570172966743,-0.8434335948716818,-0.8374257287004635,-0.8344695427988398,-0.847148562259092,-0.847148562259092,-0.8380207449249606,-0.8380207449249606,-0.847148562259092,-0.8380207449249606,-0.8380207449249606,-0.847148562259092,-0.8380207449249606,-0.8380207449249606,-0.8380207449249606,-0.8380207449249606,-0.8380207449249606,-0.8380207449249606,-0.8380207449249606,-0.8380207449249606,-0.8223977311307552,-0.8404135565476218,-0.8380207449249606,-0.8223977311307552,-0.8380207449249606,4.06,0.9,3.68,2.26,3.6,2.18,3.6,2.24,3.62,2.24,3.6,2.24,3.62,2.2,3.62,2.2,3.62,2.2,3.62,2.18,3.62,2.18,3.6,2.18,3.6,2.18,3.62,2.18,3.6,2.18,3.6,2.18,3.62,2.18,3.6,2.18,3.6,2.18,3.6,2.18,3.6,2.18,3.6,2.18,3.6,2.18,3.6,2.18,3.6,2.18,3.6,2.2,3.62,2.2,3.6,2.18,3.6,2.2,3.6,2.18
Dickerson_1,single nudge,0.1291543691240442,0.1156633673122625,0.160264301445763,0.1205595966699148,0.0545545056946408,0.0430416891562753,-0.0251183099420395,0.0085676225372222,-0.0014919905360537,0.0253727597943669,0.0156057160899,-0.0010325466202325,0.0127883913184225,-0.0004105324895006,0.0155100620318461,-0.0,0.0056663801705284,-0.0171620938894279,-0.0042404316373506,-0.0054400732370091,-0.0072440750152942,-0.0032290613862317,-0.0186188348786695,-0.0124655750257338,-0.0052218291801457,0.0100106944782883,-0.001813905673406,-0.0198750648670103,-0.01706492196383,0.0008186073903822,364.8,350.4,310.4,300.2,301.9,288.0,290.4,279.8,284.9,279.9,282.4,278.4,276.4,278.8,279.26,278.44,278.2,278.34,279.3,276.86,278.52,277.02,276.82,276.92,277.6,276.36,276.0,276.04,277.46,275.94,276.1,276.1,276.44,275.88,274.38,276.08,275.42,275.84,275.66,276.2,275.5,276.22,275.98,276.3,274.42,276.28,275.08,276.32,276.16,276.68,277.26,276.26,276.26,276.44,274.7,276.68,275.04,276.74,275.48,275.4
Dickerson_2,single nudge,-0.2276105006568856,0.221920327507133,0.0351897731845149,0.0629295447381112,-0.0316352686967907,-0.1148162867197726,-0.076149238783574,-0.1258953466808434,-0.1427166305379825,-0.1954345228226046,-0.1502057986019303,-0.1515168028085604,-0.2119603259348025,-0.2220848498915554,-0.1997594903018364,-0.240156284809051,-0.2232567209896001,-0.2497522476892768,-0.226891474465214,-0.2443940513373866,-0.2500951944070887,-0.2720779153821122,-0.2735089819217078,-0.2758040892813873,-0.2775887814085581,-0.2781296949568251,-0.2963502910553161,-0.280680944479324,-0.2758141944362116,-0.2837599577272256,268.7,275.7,275.84,270.8,272.82,272.0,273.7,272.16,271.62,272.46,271.02,274.2,271.34,273.56,270.3,273.96,270.12,274.32,268.46,274.38,268.98,273.64,268.58,273.46,267.64,274.2,267.7,274.54,267.52,273.86,266.78,274.38,267.1,274.24,266.28,274.3,266.62,274.0,266.24,274.2,267.68,275.22,266.34,275.02,266.34,275.12,265.94,274.8,265.98,274.82,265.76,274.74,265.48,275.14,265.54,274.76,265.4,274.46,265.48,274.82
Everett_1,single nudge,0.4027158415806615,-0.120096254387648,-0.120096254387648,-0.200375462428447,-0.1601711600673179,-0.2407762329855698,-0.1601711600673179,-0.200375462428447,-0.1601711600673179,-0.2407762329855698,-0.1601711600673179,-0.1601711600673179,-0.1601711600673179,-0.1601711600673179,-0.200375462428447,-0.200375462428447,-0.2407762329855698,-0.200375462428447,-0.200375462428447,-0.200375462428447,-0.200375462428447,-0.200375462428447,-0.2814435008239897,-0.2814435008239897,-0.2407762329855698,-0.2407762329855698,-0.2007013273058999,-0.2407762329855698,-0.2407762329855698,-0.2407762329855698,0.4,0.6,0.52,0.46,0.52,0.46,0.54,0.44,0.54,0.46,0.54,0.42,0.54,0.46,0.54,0.44,0.54,0.46,0.54,0.42,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.44,0.54,0.44,0.54,0.42,0.54,0.44,0.54,0.44,0.54,0.44,0.54,0.44,0.54,0.44,0.54,0.4,0.54,0.4,0.54,0.42,0.54,0.42,0.52,0.42,0.54,0.42,0.54,0.42,0.54,0.42
Gong_1,single nudge,0.304767370198681,0.2689273150144915,0.212549085438447,0.3813639348274451,0.1155504803556333,0.4735822195876791,0.3537821135785157,0.529011249758057,0.3027849567452443,0.2689273150144915,0.3813639348274451,0.6435011087932851,0.3537821135785157,0.4504322716758562,0.3537821135785157,0.4504322716758562,0.3329094180005501,0.2495205877118795,0.3329094180005501,0.4323610916607165,0.3280995657940804,0.4814764004529386,0.529011249758057,0.4735822195876791,0.4504322716758562,0.529011249758057,0.4814764004529386,0.529011249758057,0.529011249758057,0.4028974223707378,0.88,0.96,0.78,0.88,0.88,0.94,0.82,0.94,0.84,0.88,0.82,0.96,0.8,0.92,0.76,0.94,0.82,0.92,0.78,0.88,0.82,0.94,0.8,0.98,0.8,0.92,0.76,0.92,0.8,0.92,0.76,0.92,0.78,0.9,0.84,0.92,0.78,0.9,0.8,0.94,0.84,0.94,0.78,0.94,0.76,0.94,0.82,0.96,0.76,0.92,0.76,0.94,0.78,0.94,0.76,0.94,0.76,0.94,0.78,0.92
Handgraaf_1,single nudge,0.0157552821360271,0.1513149441975116,0.0884279195718652,0.0549905317822181,-0.0248888200606423,-0.0825074396733225,-0.1567556897449645,-0.2041886041875978,-0.2301106674602011,-0.2629503368336515,-0.2801768933288666,-0.3205180111744218,-0.3254188377066767,-0.347377677658283,-0.3665936987395635,-0.3809192882387866,-0.3499663743663426,-0.3881294560109775,-0.4310857577221686,-0.3919178083500123,-0.4174387982149601,-0.4043044673351461,-0.4109071228700827,-0.4257296308312808,-0.4426802882070267,-0.3810472100971988,-0.4257294259729207,-0.3673008396339425,-0.4191521609579546,-0.4227047848893187,15.76,15.92,13.4,14.66,12.52,13.22,11.68,12.12,11.32,11.12,11.1,10.42,11.1,9.78,11.04,9.3,10.96,9.0,10.9,8.66,10.72,8.38,10.62,7.96,10.56,7.86,10.6,7.72,10.56,7.54,10.54,7.42,10.5,7.66,10.54,7.42,10.8,7.34,10.44,7.26,10.52,7.16,10.38,7.18,10.46,7.2,10.42,7.08,10.62,7.1,10.56,7.48,10.56,7.2,10.86,7.9,10.6,7.3,10.56,7.24
Hershfield_1,single nudge,0.0864356046903669,0.1310903393417709,0.0018532645440357,0.0591259577649253,0.0179701744576291,0.0476225699424508,0.0447722783814607,0.0650232658138752,0.036614519483596,0.0535823294862904,0.0500736825984875,0.0271161800696727,0.0465391266017126,0.0460574049711502,0.0575955554101045,0.0408565675564698,0.0339362778035071,0.0473712639583943,0.0505272869830221,0.0320480764696679,0.0419164081410068,0.0376134270848309,0.0324645028968949,0.0117857521887734,0.0254028685398223,0.0168703843070923,0.025213645282965,0.035694097758682,0.0287088705612486,0.0269916742428232,12.9,13.7,12.2,13.52,12.86,12.88,12.56,13.2,12.92,13.12,13.22,13.78,12.98,13.5,12.96,13.72,12.92,13.34,12.9,13.52,12.78,13.36,12.96,13.28,12.86,13.4,12.88,13.42,12.8,13.48,13.0,13.48,13.1,13.5,12.94,13.5,12.9,13.5,13.04,13.42,12.96,13.46,12.86,13.3,12.88,13.26,13.18,13.32,12.94,13.24,13.14,13.34,13.02,13.32,12.82,13.24,13.0,13.34,13.02,13.34
Kesternich_1,single nudge,0.1879024353974611,-0.1001124656254938,-0.0491153087922222,-0.0491153087922222,-0.1001124656254938,-0.0491153087922222,-0.0491153087922222,-0.1001124656254938,-0.1001124656254938,0.0,-0.0491153087922222,-0.0491153087922222,-0.0491153087922222,-0.0491153087922222,-0.193843553221968,-0.1476473149306119,-0.0491153087922222,-0.0509971568332715,-0.1001124656254938,-0.0509971568332715,-0.0509971568332715,-0.0509971568332715,-0.0509971568332715,-0.0509971568332715,-0.0509971568332715,-0.1001124656254938,-0.0509971568332715,-0.0509971568332715,-0.0509971568332715,-0.0509971568332715,0.2,0.28,0.22,0.18,0.22,0.2,0.22,0.2,0.22,0.18,0.22,0.2,0.22,0.2,0.22,0.18,0.22,0.18,0.2,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.22,0.2,0.26,0.18,0.24,0.18,0.22,0.2,0.2,0.18,0.22,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.22,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18
Klotz_1,single nudge,1.8859150673747969,1.2931167473762528,0.9987693635479468,0.8131467164631082,0.7187266627637853,0.6753860331943004,0.6817920507766745,0.6943324217557331,0.6959003361723519,0.6645809244330358,0.6676100190374886,0.6732637719661245,0.6569573010405554,0.6362471268918647,0.6670078419631777,0.6198874912198946,0.6184788352642941,0.6168190155770058,0.5874065472899543,0.5842697189231313,0.5795444606100878,0.5996560627032159,0.5762388040036945,0.5681535161156338,0.5327817906818486,0.5623546609382215,0.5712563654931672,0.5625839600447508,0.5534635832869695,0.5274363294573695,25.4,44.3,24.5,35.78,24.48,33.5,24.08,31.52,23.92,30.3,24.02,30.18,24.0,30.14,24.2,30.36,24.26,30.38,24.16,30.14,24.04,30.02,24.06,30.1,24.14,30.08,24.04,29.8,23.88,30.02,24.04,29.69,24.16,29.65,23.96,29.62,24.14,29.46,24.17,29.47,24.1,29.39,23.95,29.456,24.088,29.384,24.17,29.37,24.31,29.15,24.17,29.3,24.15,29.33,24.24,29.35,24.36,29.45,24.592,29.41
Klotz_2,single nudge,2.077159215550147,1.2979872504201515,0.8419039032526731,0.6723185791775712,0.457239756389641,0.3550500485136381,0.3507107655399674,0.2842967334239512,0.3447447073399359,0.3471924566853982,0.337126418861818,0.3277362066989137,0.3364834288986452,0.3272497247958355,0.3180101823176657,0.3566614668064166,0.322087512474798,0.3344253439176374,0.3280784515695301,0.3307233778776463,0.3186246094139136,0.3045153748240746,0.3137713756917482,0.3120296703528759,0.2821675093169736,0.2888048630573429,0.2643074572404524,0.2582479058828953,0.2464029915649922,0.2477274954346965,23.8,37.7,24.68,34.58,25.1,32.22,25.3,31.46,25.58,30.1,25.86,29.6,25.58,29.22,26.06,29.08,25.78,29.36,25.54,29.18,25.74,29.24,25.7,29.24,25.66,29.22,25.74,29.22,25.74,29.16,25.64,29.36,25.72,29.16,25.78,29.3,25.68,29.15,25.66,29.19,25.7,29.1,25.86,29.09,25.78,29.15,25.82,29.15,25.96,29.01,25.9,29.09,26.22,29.12,26.26,29.14,26.26,29.0,26.2,28.98
Larrick_1,single nudge,0.0,0.0,0.0,0.0,0.0,0.0,-0.2837941092083271,0.0,0.0,0.0,0.0,0.0,0.4949341263408957,0.0,0.0,0.0,-0.4949341263408957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lofgren_1,single nudge,0.2009116839639764,-0.1879024353974611,-0.1387871266052388,-0.182868953933574,-0.1387871266052388,-0.2261179065644222,-0.182868953933574,-0.1387871266052388,-0.182868953933574,-0.182868953933574,-0.182868953933574,-0.182868953933574,-0.182868953933574,-0.1387871266052388,-0.0937310875964742,-0.2829814195590678,-0.2319842627257963,-0.182868953933574,-0.1387871266052388,-0.1387871266052388,-0.182868953933574,-0.182868953933574,-0.182868953933574,-0.2319842627257963,-0.1387871266052388,-0.182868953933574,-0.182868953933574,-0.182868953933574,-0.182868953933574,-0.182868953933574,0.16,0.24,0.28,0.2,0.28,0.22,0.3,0.22,0.28,0.22,0.32,0.22,0.3,0.22,0.28,0.22,0.3,0.22,0.3,0.22,0.3,0.22,0.3,0.22,0.3,0.22,0.28,0.22,0.26,0.22,0.3,0.18,0.3,0.2,0.3,0.22,0.28,0.22,0.28,0.22,0.3,0.22,0.3,0.22,0.3,0.22,0.3,0.2,0.28,0.22,0.3,0.22,0.3,0.22,0.3,0.22,0.3,0.22,0.3,0.22
Lofgren_2,single nudge,0.2211214634013141,-0.182868953933574,-0.3105916907927343,-0.4639685254515926,-0.4107041564182281,-0.4780728316384,-0.4639685254515926,-0.4639685254515926,-0.368768778331926,-0.4639685254515926,-0.4107041564182281,-0.4521324145875927,-0.4107041564182281,-0.4107041564182281,-0.4107041564182281,-0.4107041564182281,-0.368768778331926,-0.4107041564182281,-0.4107041564182281,-0.4107041564182281,-0.4521324145875927,-0.4521324145875927,-0.4107041564182281,-0.4521324145875927,-0.4107041564182281,-0.368768778331926,-0.4107041564182281,-0.4107041564182281,-0.4107041564182281,-0.4107041564182281,0.24,0.34,0.3,0.22,0.36,0.22,0.36,0.16,0.36,0.18,0.34,0.14,0.36,0.16,0.36,0.16,0.34,0.18,0.36,0.16,0.36,0.18,0.38,0.18,0.36,0.18,0.36,0.18,0.36,0.18,0.36,0.18,0.34,0.18,0.36,0.18,0.36,0.18,0.36,0.18,0.38,0.18,0.38,0.18,0.36,0.18,0.38,0.18,0.36,0.18,0.34,0.18,0.36,0.18,0.36,0.18,0.36,0.18,0.36,0.18
Marek_1,single nudge,0.587271811704311,-0.3869575010718206,-0.8622206714516344,-1.2113441327497492,-1.544592427714011,-1.695074457480802,-1.8978137460013051,-2.0347538607129567,-2.2007652016546158,-2.1982234303880084,-2.3217628433934663,-2.386749245586303,-2.5118105239483994,-2.553174992881327,-2.5680254380308214,-2.3163535448400867,-2.5332222813975767,-2.610013529492954,-2.6719626977023694,-2.753440550769056,-2.355085635256996,-2.7570839631021333,-2.69712764796766,-2.70311334924166,-2.426639961911736,-2.73734333856128,-2.7056541773824354,-2.8156949524306447,-2.8219535806791707,-3.2445645595240444,22.68,26.44,21.76,19.24,20.38,15.38,20.38,13.06,20.58,11.18,20.04,9.54,20.0,8.72,20.04,8.14,20.14,7.64,20.12,7.52,20.06,7.12,20.06,6.8,20.4,6.52,20.48,6.22,20.32,6.24,20.44,6.86,20.6,6.08,20.78,6.28,20.44,5.92,20.9,5.98,20.64,6.36,20.82,5.9,20.8,5.94,20.64,5.9,20.62,6.12,20.8,5.78,20.64,5.78,21.28,5.8,20.86,5.66,21.78,5.78
McCaul_1,single nudge,0.3841160443388881,0.7098428258526578,0.6421204343093178,0.6140499675052679,0.5441947358661909,0.5174514757717295,0.696664173309911,0.4201340056362739,0.4499823524637498,0.6584154829900769,0.7452380760173188,0.6453351836038789,0.7541545982999918,0.7603255183436068,0.7679752817810497,0.6570936316778194,0.5263947768036044,0.6137623595291009,0.5124583443466584,0.7730563281883522,0.8071083655250186,0.7869276423600102,0.7830424129522265,0.7930372727302298,0.7939264680767741,0.7940589297171218,0.7952644265776815,0.7960184103923199,0.7980925478442196,0.4913323645640657,16.24,21.92,14.74,36.7,18.02,48.32,14.22,54.42,18.46,76.24,26.58,103.22,14.54,47.62,18.08,88.86,17.48,78.72,16.94,45.64,14.62,45.82,17.1,44.62,14.34,44.5,14.32,44.68,14.28,44.96,17.0,58.62,14.26,69.96,14.46,63.56,17.28,59.12,14.58,46.1,14.62,47.18,14.74,46.48,14.42,46.38,14.44,47.24,14.46,46.96,14.44,46.86,14.52,47.1,14.42,47.02,14.36,47.04,14.56,65.54
McCaul_2,single nudge,1.8765825121791828,1.0328126914350209,0.7465386913208513,0.3711953482948129,0.4996535542815161,0.3374913982129199,0.2708612739452082,0.5727427773594063,0.5456009594101625,0.5013981339125715,0.4974855944920046,0.357563136990257,0.465598727759618,0.4667136149532478,0.3874063306633797,0.4355594449546324,0.1528138215729562,0.4482676440360358,0.4671522232213537,0.3167231368103552,0.4618876710987419,0.5160449255281162,0.5248985325995053,0.4707714174387331,0.4776979144597845,0.4829774491407977,0.4855888910052681,0.4797477661588271,0.3332801590217846,0.4901554604061272,17.72,38.42,17.04,38.06,18.46,39.76,27.5,65.8,22.66,74.72,31.08,60.98,32.0,53.32,21.18,73.56,21.92,46.7,21.62,38.28,22.32,38.38,21.78,53.74,22.18,36.5,22.6,47.56,24.58,37.56,22.5,45.3,29.32,36.52,22.84,36.78,22.64,37.0,26.08,37.08,22.96,37.38,22.96,40.26,22.86,39.88,22.98,37.6,22.88,37.72,23.04,38.08,23.02,38.14,23.02,37.92,25.64,52.44,23.06,38.36
Meng_1,single nudge,0.5590273245649722,0.0912522773001205,0.0461962382913556,0.0461962382913556,0.0,0.0450560390087648,-0.0461962382913556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0475348493051184,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.9,0.72,0.76,0.74,0.76,0.74,0.76,0.74,0.74,0.72,0.74,0.76,0.74,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.78,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Nelson_1,single nudge,0.200375462428447,0.3638796892419869,0.2814435008239897,0.2407762329855693,0.2814435008239897,0.2407762329855693,0.2407762329855693,0.200375462428447,0.200375462428447,0.200375462428447,0.200375462428447,0.200375462428447,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1200962543876478,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1603005567487769,0.1200962543876478,0.1200962543876478,0.1603005567487769,0.1200962543876478,0.1200962543876478,0.44,0.54,0.46,0.64,0.46,0.6,0.46,0.58,0.46,0.6,0.46,0.58,0.46,0.58,0.46,0.56,0.46,0.56,0.46,0.56,0.46,0.56,0.46,0.56,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.54,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.56,0.48,0.54,0.48,0.54,0.48,0.56,0.48,0.54,0.48,0.54
Nelson_2,single nudge,0.4851520299986587,0.0,0.0400106743539889,0.0,0.0,-0.0800213487079779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.64,0.48,0.48,0.48,0.5,0.48,0.48,0.48,0.48,0.52,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Nelson_3,single nudge,0.4864201402465404,0.1202898823947882,-0.0806050729182519,-0.0402043023611291,0.0,-0.0402043023611291,-0.0402043023611291,-0.0802792080407992,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0806050729182519,-0.0402043023611291,-0.0402043023611291,-0.0806050729182519,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,-0.0402043023611291,0.34,0.58,0.44,0.5,0.46,0.42,0.46,0.44,0.46,0.46,0.46,0.44,0.46,0.44,0.48,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.42,0.46,0.44,0.46,0.44,0.46,0.42,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44,0.46,0.44
Shealy_1,single nudge,1.219727059071498,0.6041843907946416,0.5450769937042377,0.501553276295832,0.4582827933822209,0.4524388466478056,0.4720338769317763,0.4289476809753315,0.4495341893148165,0.4470920706789452,0.4501225862817026,0.4607540417281489,0.4377371702462868,0.4371680990931744,0.4324724925414653,0.4286197859812797,0.4372521563098649,0.4288026064349347,0.4165648797440898,0.4118836349011054,0.4136766855836338,0.4066566193360049,0.4115886243482426,0.4095644240978343,0.3868966925538468,0.3937830539761331,0.3856053351128816,0.3871729658677539,0.3785917972028489,0.3791713405088718,52.24,69.3,57.34,64.9,57.5,64.66,58.24,64.7,58.68,64.5,58.92,64.7,58.66,64.8,59.08,64.64,58.96,64.74,58.96,64.78,58.9,64.76,58.96,64.92,59.13,64.8,59.16,64.84,59.2,64.82,59.23,64.84,59.22,64.9,59.27,64.86,59.38,64.82,59.52,64.86,59.44,64.84,59.59,64.9,59.6,64.96,59.58,64.96,59.8,64.9,59.692,64.85,59.776,64.86,59.81399999999999,64.92,59.96,64.94,59.9,64.9
Shealy_2,single nudge,1.1874980654373066,0.6636879169332309,0.6113106192507196,0.5902128790714821,0.5611463676275907,0.5084854569606995,0.5279922434091838,0.4948638008905653,0.4886252571035139,0.4987716892765804,0.5047402184116528,0.4612763555000644,0.5053332983974238,0.5053277552058782,0.4972804133332879,0.508505420233886,0.5063059573076687,0.5095861635449309,0.5058528567043131,0.5027576991944394,0.5065305441682805,0.5034105716201225,0.5019201166633888,0.5063560354711748,0.5029002342291482,0.5081544256857674,0.5032050990577164,0.5040248585028815,0.5025733816899657,0.5016133591461049,54.6,109.3,80.5,106.22,80.46,105.52,81.36,105.62,81.5,104.6,81.94,103.48,81.88,104.1,82.62,103.72,81.72,103.02,81.66,102.94,81.7,103.2,83.84,103.3,81.64,103.26,81.6,103.24,81.7,103.08,81.54,103.24,81.6,103.22,81.5,103.22,81.52,103.18,81.72,103.24,81.52,103.2,81.52,103.12,81.68,103.18,81.48,103.18,81.62,103.18,81.5,103.24,81.58,103.16,81.56,103.18,81.64,103.2,81.68,103.18
Shealy_3,single nudge,0.1428846817346562,0.0747196907611741,0.0812168781598526,0.071398545124331,0.0820916503311644,0.0734735643178194,0.1030791444904713,0.1187167983830261,0.1046698937076728,0.0875048952796037,0.0891295708735388,0.0862312515376782,0.080389313738892,0.078480964357526,0.1130067919081141,0.1069137690414788,0.1011674070332103,0.1155989792177394,0.1078854580700849,0.0963505692409796,0.0916337462428733,0.1035294117770123,0.104116001441117,0.1047865901511216,0.1012903448874506,0.1080306521784529,0.1043086568221464,0.1061235540719649,0.1082558319833238,0.1133457355314097,112.46,115.32,115.02,116.36,115.62,117.14,115.94,117.28,116.52,118.1,116.54,117.98,116.36,118.4,116.2,118.6,116.48,118.64,116.52,118.32,116.6,118.46,116.52,118.32,116.54,118.24,116.48,118.16,116.4,118.72,116.42,118.64,116.48,118.6,116.3,118.72,116.3,118.56,116.56,118.58,116.58,118.5,116.42,118.6,116.46,118.64,116.46,118.66,116.6,118.72,116.38,118.64,116.5,118.68,116.46,118.68,116.42,118.68,116.38,118.74
Stikvoort_1,single nudge,-0.1200962543876478,0.0800855800336588,0.0400106743539889,-0.0400749056796698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0400106743539889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.48,0.5,0.54,0.5,0.52,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.5,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
Yeomans_1,single nudge,0.4077144416197304,0.2686563127064321,0.1828689539335741,0.0450560390087648,0.1353341046284557,0.1828689539335741,0.1353341046284557,0.1828689539335741,0.1387871266052389,0.0912522773001205,0.1353341046284557,0.1353341046284557,0.1353341046284557,0.1353341046284557,0.1353341046284557,0.1785830572593036,0.1353341046284557,0.0912522773001205,0.1353341046284557,0.0912522773001205,0.1353341046284557,0.1785830572593036,0.1353341046284557,0.1353341046284557,0.1353341046284557,0.1785830572593036,0.1785830572593036,0.2686563127064321,0.1785830572593036,0.2211214634013136,0.72,0.88,0.66,0.78,0.7,0.78,0.72,0.74,0.7,0.76,0.7,0.78,0.7,0.76,0.7,0.78,0.72,0.78,0.72,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.68,0.76,0.7,0.76,0.72,0.76,0.7,0.76,0.72,0.76,0.7,0.76,0.68,0.76,0.7,0.76,0.7,0.76,0.7,0.76,0.68,0.76,0.68,0.76,0.66,0.78,0.68,0.76,0.66,0.76
Yeomans_2,single nudge,0.0912522773001205,0.2009116839639766,0.1533768346588582,0.3626584026109656,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1042615258666361,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1042615258666361,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.1533768346588582,0.72,0.76,0.76,0.84,0.78,0.84,0.74,0.88,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.8,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.8,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84,0.78,0.84
