model,group,day,human_d,human_ci_lower,human_ci_upper,llm_d
deepseek-v3,information_medium,14,0.44837893116566574,0.1587749025784717,0.7379829597528598,-0.02441159178171551
deepseek-v3,information_low,1,0.526708246003512,0.2596329410000169,0.793783551007007,0.8238413853997395
deepseek-v3,information_low,2,0.5394431944315473,0.25655470520705015,0.8223316836560445,-0.04604416249586813
deepseek-v3,information_low,3,0.44593653676044737,0.16869457409832794,0.7231784994225667,0.12838095009957518
deepseek-v3,information_low,4,0.26262395223343005,-0.020080637871582707,0.5453285423384429,-0.0692255447007808
deepseek-v3,information_low,5,0.20792011519460746,-0.07648512546779307,0.492325355857008,-0.2807810335952477
deepseek-v3,information_low,6,0.29004229519737285,0.0018814743359348851,0.5782031160588108,-0.09492889050691347
deepseek-v3,information_low,7,0.21051418618535875,-0.06896113179407529,0.4899895041647928,-0.045149546390429694
deepseek-v3,information_low,8,0.1564413299192291,-0.12121846007702414,0.43410111991548234,-2.0770370905276122e-16
deepseek-v3,information_low,9,0.19339114328345594,-0.08305797133559165,0.4698402579025035,1.810006585575185e-16
deepseek-v3,information_low,10,0.21075796692576704,-0.0693893543748782,0.4909052882264123,-0.022901634896236707
deepseek-v3,information_low,11,0.11307320907183371,-0.16727648003014445,0.3934228981738119,0.02336906338372836
deepseek-v3,information_low,12,0.2923322845948853,-0.0030438543251576355,0.5877084235149282,-0.021258534615114403
deepseek-v3,information_low,13,0.13040163164789711,-0.16635271868558102,0.4271559819813753,-0.04428295936638747
deepseek-v3,information_low,14,0.17836824624562259,-0.1068300548853931,0.46356654737663827,-0.048189987357505994
deepseek-v3,assistant_high,1,0.6302529061315165,0.3612528174213067,0.8992529948417263,2.2771328023132185
deepseek-v3,assistant_high,2,0.8447543217705162,0.5589466679884105,1.130561975552622,2.1142053479720606
deepseek-v3,assistant_high,3,0.7683442332927897,0.48522027806436285,1.0514681885212165,2.3022811434834525
deepseek-v3,assistant_high,4,0.6609045487004419,0.3746017009910279,0.947207396409856,2.359485624832901
deepseek-v3,assistant_high,5,0.7416879697570661,0.44767639361658074,1.0356995458975513,2.4406784696893333
deepseek-v3,assistant_high,6,0.7385471833245667,0.4461061906572021,1.0309881759919313,3.0176472110346966
deepseek-v3,assistant_high,7,0.6397158646064782,0.3546530221713841,0.9247787070415723,2.871080090306739
deepseek-v3,assistant_high,8,0.5747806054128899,0.2918800864766912,0.8576811243490885,3.242102801483705
deepseek-v3,assistant_high,9,0.8233027139311421,0.5353338570574748,1.1112715708048093,2.6053480534872837
deepseek-v3,assistant_high,10,0.6691201277266993,0.3799030822722665,0.9583371731811321,3.379178182381704
deepseek-v3,assistant_high,11,0.6654751718211023,0.3733284518355568,0.9576218918066477,3.6506326987419033
deepseek-v3,assistant_high,12,0.7930013675576886,0.49116528278371485,1.0948374523316624,2.8486844467092305
deepseek-v3,assistant_high,13,0.7220383440659933,0.4200563781811261,1.0240203099508605,2.875349781093835
deepseek-v3,assistant_high,14,0.6178048771700552,0.3250318932706365,0.9105778610694739,3.294751070321491
deepseek-v3,assistant_medium,1,0.6113778134396981,0.3415814853238174,0.8811741415555788,2.2150772867889397
deepseek-v3,assistant_medium,2,0.5963969996369807,0.314513967995011,0.8782800312789503,-0.31754384637139615
deepseek-v3,assistant_medium,3,0.4916009498846653,0.21298452611291985,0.7702173736564107,0.0
deepseek-v3,assistant_medium,4,0.48129633927514703,0.19504417287184672,0.7675485056784473,1.8530500242905923
deepseek-v3,assistant_medium,5,0.29053111500454065,0.006880109172418325,0.574182120836663,-0.08442317648177375
deepseek-v3,assistant_medium,6,0.3463627365517316,0.05833699424977923,0.634388478853684,-0.13619433137635945
deepseek-v3,assistant_medium,7,0.3910190065001156,0.1068931074991516,0.6751449055010796,2.1167346684376036
deepseek-v3,assistant_medium,8,0.29952485268671647,0.015750629019854134,0.5832990763535788,0.27188416610173427
deepseek-v3,assistant_medium,9,0.3485358695893944,0.06924483006849463,0.6278269091102942,0.18479523645085644
deepseek-v3,assistant_medium,10,0.3472860409234907,0.06513059574793373,0.6294414860990476,2.587398118123255
deepseek-v3,assistant_medium,11,0.3303968077791495,0.04482832673912551,0.6159652888191735,0.3590842489409258
deepseek-v3,assistant_medium,12,0.37540818122783887,0.07817977257736075,0.672636589878317,0.1631952707361894
deepseek-v3,assistant_medium,13,0.4234567508051362,0.12451799465523855,0.7223955069550339,2.2863024920091655
deepseek-v3,assistant_medium,14,0.3038504893327007,0.010803664699355175,0.5968973139660463,0.2907615062574941
deepseek-v3,assistant_low,1,0.875021141967451,0.600773003277288,1.149269280657614,2.611847330697803
deepseek-v3,assistant_low,2,0.8067100552463083,0.5212647577559133,1.0921553527367034,-0.08799551054765917
deepseek-v3,assistant_low,3,0.6246959659457133,0.34737620225338584,0.9020157296380408,-0.04913036844405177
deepseek-v3,assistant_low,4,0.3468604421282387,0.06911265730883648,0.624608226947641,0.1098994543505639
deepseek-v3,assistant_low,5,0.20711467802565858,-0.07300614963813279,0.48723550568944995,-0.17806964020969
deepseek-v3,assistant_low,6,0.17450625435884673,-0.10898939395163396,0.4580019026693274,-0.2122222841087628
deepseek-v3,assistant_low,7,0.2108740932250168,-0.06794504637853746,0.489693232828571,0.04410679572674031
deepseek-v3,assistant_low,8,0.18375856768582652,-0.09210983832665184,0.45962697369830485,-0.023500388179260773
deepseek-v3,assistant_low,9,0.1940478222775617,-0.07975987717045777,0.4678555217255812,-0.04246325323011649
deepseek-v3,assistant_low,10,0.2564233251908765,-0.024094991346039152,0.5369416417277921,-0.023214342366390424
deepseek-v3,assistant_low,11,-0.03571301004454028,-0.31864734152388063,0.2472213214348001,0.154700421085648
deepseek-v3,assistant_low,12,0.21932472434501268,-0.07536830554865379,0.5140177542386791,0.0
deepseek-v3,assistant_low,13,-0.03197605069504189,-0.3253549657563609,0.26140286436627713,-0.04484738386927278
deepseek-v3,assistant_low,14,0.12083275120924158,-0.16270585277479782,0.404371355193281,0.08616404368553283
deepseek-v3,structure_high,1,0.6057570919679427,0.33666099880374545,0.8748531851321399,0.6231975329905398
deepseek-v3,structure_high,2,1.2383906909077913,0.9380227341659387,1.5387586476496438,-0.048033733486770064
deepseek-v3,structure_high,3,0.9588471871409241,0.6716651312029338,1.2460292430789144,0.07503589948350779
deepseek-v3,structure_high,4,1.0049363101494306,0.7104529914930426,1.2994196288058186,0.09093977234462837
deepseek-v3,structure_high,5,0.9156631203040425,0.6198340136567457,1.2114922269513393,0.1341640786499875
deepseek-v3,structure_high,6,1.1576731896538666,0.8495774779627092,1.465768901345024,0.09598276382674854
deepseek-v3,structure_high,7,0.9244885405600946,0.6319817966765522,1.216995284443637,-0.07261916138938035
deepseek-v3,structure_high,8,1.068791159033773,0.7752029831362116,1.3623793349313345,-1.9846776606528808e-16
deepseek-v3,structure_high,9,0.9860428325503412,0.691734889416149,1.2803507756845334,0.022577708605564156
deepseek-v3,structure_high,10,0.9766179518337313,0.6796121126045334,1.2736237910629293,-0.050867069365893074
deepseek-v3,structure_high,11,0.9154124799931275,0.6165077413358482,1.2143172186504068,0.04875652061008059
deepseek-v3,structure_high,12,1.301744708795696,0.9818201595914,1.6216692579999918,-0.04647342912165046
deepseek-v3,structure_high,13,1.005296364782817,0.6898411287127552,1.320751600852879,-0.02298791692641587
deepseek-v3,structure_high,14,1.0918951050415437,0.7812791577833622,1.4025110522997253,-0.02441159178171551
deepseek-v3,structure_medium,1,0.6351856917956433,0.3660856878815879,0.9042856957096987,0.31377073773463005
deepseek-v3,structure_medium,2,0.47791054992042614,0.1981826637454402,0.757638436095412,-0.23807595834800258
deepseek-v3,structure_medium,3,0.4150560473579251,0.13124651060458747,0.6988655841112628,-0.23297408241459625
deepseek-v3,structure_medium,4,0.789596725782387,0.49586883243440283,1.0833246191303711,-0.11481582730452856
deepseek-v3,structure_medium,5,0.523813343891396,0.23051083736507005,0.817115850417722,-0.2662979024782613
deepseek-v3,structure_medium,6,0.4740236818197023,0.18257571145528162,0.7654716521841229,-0.13992228697708153
deepseek-v3,structure_medium,7,1.0288617463148682,0.7278302222228684,1.3298932704068678,0.0
deepseek-v3,structure_medium,8,0.46696917120618875,0.1831839878681405,0.750754354544237,-0.04769802477078326
deepseek-v3,structure_medium,9,0.5342934271194879,0.24764626994464,0.8209405842943358,-0.21343672769426977
deepseek-v3,structure_medium,10,1.15860227826189,0.8441983118055075,1.4730062447182726,0.023188853099997873
deepseek-v3,structure_medium,11,0.41912817242048844,0.12850077830427475,0.7097555665367021,0.024048735802843415
deepseek-v3,structure_medium,12,0.6629878780277478,0.3603573393688883,0.9656184166866073,-0.13658988010236178
deepseek-v3,structure_medium,13,1.0390205607378067,0.7158222348898666,1.3622188865857467,0.044664425905588764
deepseek-v3,structure_medium,14,0.6099101485112599,0.31014631700461553,0.9096739800179043,0.0
deepseek-v3,structure_low,1,0.6267145474469022,0.3566125528171686,0.8968165420766359,0.5468894185458166
deepseek-v3,structure_low,2,0.4846908181823963,0.20130459321182137,0.7680770431529712,-0.18589371648660175
deepseek-v3,structure_low,3,0.22268072757592902,-0.055357740339807754,0.5007191954916658,-0.07586370538309807
deepseek-v3,structure_low,4,0.22124840264665208,-0.06110539866269282,0.503602203955997,-0.15804396023894868
deepseek-v3,structure_low,5,-0.02694817493371053,-0.31291600983958345,0.25901965997216236,-0.20267295330800134
deepseek-v3,structure_low,6,0.16857493870071977,-0.1193747511056874,0.45652462850712694,-0.11518830460836128
deepseek-v3,structure_low,7,-0.05267925788711499,-0.3334730343188744,0.2281145185446444,-0.09409439377939298
deepseek-v3,structure_low,8,0.19071833797028623,-0.08991231936638563,0.47134899530695806,-0.2622440272428744
deepseek-v3,structure_low,9,0.025276668510635474,-0.2512281945488621,0.30178153157013304,-0.13764944032233697
deepseek-v3,structure_low,10,0.09877970930061872,-0.1835586868188848,0.38111810542012226,-0.0932039731418049
deepseek-v3,structure_low,11,-0.10812335944998251,-0.39423847055862704,0.177991751658662,-0.023783535600422484
deepseek-v3,structure_low,12,0.08225414629634731,-0.21694586763407903,0.38145416022677364,-0.04305145637468122
deepseek-v3,structure_low,13,-0.1448867476070914,-0.44504928708151437,0.15527579186733156,-0.09506557724510614
deepseek-v3,structure_low,14,0.1134394871896882,-0.17656721207669074,0.40344618645606717,-0.14839970320089044
