ID,group,nudgeType,nudgeIntensity,Age,Sex,ethnicity,occupation,income,education,envAttitude_pre,envSelfEfficacy_pre,envMotivation_pre,eco_choices_day1,eco_choices_day2,eco_choices_day3,eco_choices_day4,eco_choices_day5,eco_choices_day6,eco_choices_day7,eco_choices_day8,eco_choices_day9,eco_choices_day10,eco_choices_day11,eco_choices_day12,eco_choices_day13,eco_choices_day14,eco_share_day1,eco_share_day2,eco_share_day3,eco_share_day4,eco_share_day5,eco_share_day6,eco_share_day7,eco_share_day8,eco_share_day9,eco_share_day10,eco_share_day11,eco_share_day12,eco_share_day13,eco_share_day14
20,assistant_high,assistant,high,30,Female,Mixed,4,1,3,2.933,5,12.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,assistant_high,assistant,high,33,Male,White,5,1,2,3.6,3,-3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,assistant_high,assistant,high,47,Male,Asian,4,3,4,2.667,4,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,assistant_high,assistant,high,21,Male,Asian,1,1,5,3.467,4,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,assistant_high,assistant,high,31,Male,Black,3,6,6,3.2,5,9.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,assistant_high,assistant,high,34,Male,White,2,6,5,4.267,5,12.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,assistant_high,assistant,high,44,Female,White,3,3,4,3.533,4,-6.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,assistant_high,assistant,high,26,Male,Asian,4,1,5,4.133,5,4.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,assistant_high,assistant,high,25,Female,Black,2,1,5,3.867,5,9.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,assistant_high,assistant,high,21,Male,Asian,1,1,5,3.467,4,3.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,assistant_high,assistant,high,20,Male,Asian,3,1,5,3.867,4,2.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,assistant_high,assistant,high,32,Male,Black,3,3,3,3.267,4,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,assistant_high,assistant,high,26,Male,Black,2,5,5,3.067,5,8.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,assistant_high,assistant,high,29,Female,Black,3,6,6,4.133,5,3.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,assistant_high,assistant,high,49,Male,White,2,4,5,3.867,4,6.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,assistant_high,assistant,high,50,Male,White,2,2,5,3.6,4,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,assistant_high,assistant,high,48,Female,White,4,2,6,3.4,4,7.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,assistant_high,assistant,high,31,Male,Black,3,4,6,2.867,4,3.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,assistant_high,assistant,high,41,Male,Black,3,6,5,2.4,5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,assistant_high,assistant,high,37,Male,Black,2,6,6,3.333,4,1.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,assistant_high,assistant,high,28,Male,Black,4,1,4,3.6,5,10.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,assistant_high,assistant,high,22,Male,Black,4,1,5,3.4,5,4.5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,assistant_high,assistant,high,47,Female,White,4,6,3,4.533,4,7.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,assistant_high,assistant,high,27,Female,Black,3,4,5,3.067,5,7.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,assistant_high,assistant,high,56,Male,Black,2,1,5,3.533,4,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,assistant_high,assistant,high,42,Female,White,4,1,5,4.0,5,11.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,assistant_high,assistant,high,32,Male,Mixed,4,2,5,3.467,4,2.0,3,2,2,3,3,3,2,3,3,3,3,3,3,3,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,assistant_high,assistant,high,35,Female,Black,2,3,5,3.333,2,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,assistant_high,assistant,high,30,Male,Black,5,1,3,2.933,5,6.5,2,3,3,3,2,3,3,3,3,3,3,3,3,3,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,assistant_high,assistant,high,30,Female,Black,3,3,5,3.533,4,13.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,assistant_high,assistant,high,22,Male,Other,3,1,5,2.733,5,0.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,assistant_low,assistant,low,31,Female,White,3,2,5,3.933,4,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,assistant_low,assistant,low,33,Male,White,3,4,6,3.4,4,1.0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,assistant_low,assistant,low,23,Male,Other,3,2,6,3.533,4,2.0,3,2,2,2,1,2,3,2,3,2,2,2,2,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
4,assistant_low,assistant,low,25,Male,Asian,4,1,5,3.6,4,5.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant_low,assistant,low,56,Male,White,3,6,4,4.733,4,7.0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,assistant_low,assistant,low,30,Male,Mixed,4,2,3,3.333,4,-0.5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,assistant_low,assistant,low,32,Male,White,4,1,5,2.933,4,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,assistant_low,assistant,low,34,Female,White,3,4,6,4.467,4,7.0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,assistant_low,assistant,low,23,Female,Black,2,4,5,3.267,5,6.5,3,2,2,2,2,2,2,2,2,2,2,2,3,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
10,assistant_low,assistant,low,27,Female,Mixed,5,1,5,4.067,5,0.0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,assistant_low,assistant,low,30,Male,Black,5,1,3,2.933,5,6.5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
12,assistant_low,assistant,low,43,Male,White,3,2,5,2.933,5,7.0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,assistant_low,assistant,low,27,Male,White,3,5,5,2.8,4,9.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,assistant_low,assistant,low,34,Female,Black,3,6,6,2.8,5,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,assistant_low,assistant,low,29,Male,Mixed,4,1,3,4.867,3,-0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,assistant_low,assistant,low,40,Female,White,4,2,3,4.667,4,1.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,assistant_low,assistant,low,28,Female,White,3,3,6,2.933,4,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,assistant_low,assistant,low,31,Female,Other,4,2,5,3.2,4,5.0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,assistant_low,assistant,low,28,Male,Black,3,3,5,3.133,4,2.5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,assistant_low,assistant,low,23,Female,White,5,1,3,3.867,5,-2.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
21,assistant_low,assistant,low,23,Male,Black,1,1,3,2.933,5,14.0,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,assistant_low,assistant,low,31,Male,Black,3,1,5,3.8,4,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,assistant_low,assistant,low,26,Male,White,3,2,3,3.6,4,-2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,assistant_low,assistant,low,37,Male,Black,2,6,6,3.333,4,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,assistant_low,assistant,low,42,Female,Black,3,4,6,3.467,5,6.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,assistant_low,assistant,low,22,Male,Asian,3,1,5,3.8,4,4.5,3,1,2,1,1,0,1,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,assistant_low,assistant,low,43,Female,White,2,6,5,4.6,4,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,assistant_low,assistant,low,26,Male,White,4,1,5,4.133,4,5.0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
29,assistant_low,assistant,low,31,Male,White,4,2,3,3.6,4,4.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,assistant_low,assistant,low,33,Male,Black,3,1,5,3.2,5,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,assistant_low,assistant,low,30,Male,Black,3,3,6,3.733,3,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,assistant_low,assistant,low,20,Female,Black,4,3,5,2.867,5,9.5,3,2,0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,assistant_low,assistant,low,31,Male,White,3,2,5,3.2,4,-3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,assistant_low,assistant,low,37,Male,White,4,1,3,2.933,4,6.5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,assistant_low,assistant,low,24,Male,Black,3,2,5,2.933,4,9.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,assistant_low,assistant,low,52,Male,White,4,6,6,4.267,4,2.0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,assistant_low,assistant,low,23,Male,Asian,3,2,5,3.933,5,12.5,3,2,0,2,2,2,2,2,2,2,2,2,3,2,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
38,assistant_low,assistant,low,44,Male,Black,2,5,7,3.933,5,9.0,3,2,1,1,2,2,2,2,2,2,2,2,3,2,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
39,assistant_low,assistant,low,40,Female,Black,3,4,5,3.867,4,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,assistant_low,assistant,low,22,Male,Black,3,4,4,3.0,5,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,assistant_low,assistant,low,24,Male,Asian,4,2,5,2.867,4,9.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,assistant_low,assistant,low,49,Male,White,3,2,4,4.333,4,2.5,3,2,1,1,2,1,1,0,0,0,0,1,0,0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
43,assistant_low,assistant,low,26,Male,Asian,3,2,5,3.2,4,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,assistant_low,assistant,low,27,Female,Black,4,1,5,2.667,5,10.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,assistant_low,assistant,low,24,Male,White,3,2,5,3.267,5,3.5,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
46,assistant_low,assistant,low,33,Female,Other,4,1,5,3.2,5,4.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,assistant_low,assistant,low,34,Male,Black,4,2,5,4.2,5,4.0,3,2,2,1,2,2,2,2,3,2,2,2,3,2,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
48,assistant_low,assistant,low,46,Female,Mixed,4,1,4,3.533,4,4.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,assistant_low,assistant,low,31,Male,Asian,3,1,5,3.333,5,0.0,3,2,0,1,1,1,1,1,1,1,1,1,0,0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
50,assistant_low,assistant,low,32,Male,Asian,3,1,5,4.0,5,3.0,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
