study_id,reference,title,year,intervention_category,intervention_technique,type_experiment,environmental_context,economic_cost,cultural_meaning,behavior_scrutiny,suitable_for_longitudinal,control_group_scenario_prompt,intervention_group_scenario_prompt,response_instruction,response_options,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,effect_size,effect_label,variance_d,ci_lower,ci_upper,gpt35_llm_mean_control,gpt35_llm_mean_intervention,gpt35_llm_std_control,gpt35_llm_std_intervention,gpt35_llm_effect_size,gpt35_llm_p_value,gpt35_llm_variance_d,gpt35_llm_ci_lower,gpt35_llm_ci_upper,deepseekv3_llm_mean_control,deepseekv3_llm_mean_intervention,deepseekv3_llm_std_control,deepseekv3_llm_std_intervention,deepseekv3_llm_effect_size,deepseekv3_llm_p_value,deepseekv3_llm_variance_d,deepseekv3_llm_ci_lower,deepseekv3_llm_ci_upper,claudehaiku45_llm_mean_control,claudehaiku45_llm_mean_intervention,claudehaiku45_llm_std_control,claudehaiku45_llm_std_intervention,claudehaiku45_llm_effect_size,claudehaiku45_llm_p_value,claudehaiku45_llm_variance_d,claudehaiku45_llm_ci_lower,claudehaiku45_llm_ci_upper,gpt4o_llm_mean_control,gpt4o_llm_mean_intervention,gpt4o_llm_std_control,gpt4o_llm_std_intervention,gpt4o_llm_effect_size,gpt4o_llm_p_value,gpt4o_llm_variance_d,gpt4o_llm_ci_lower,gpt4o_llm_ci_upper,deepseekv4flash_llm_mean_control,deepseekv4flash_llm_mean_intervention,deepseekv4flash_llm_std_control,deepseekv4flash_llm_std_intervention,deepseekv4flash_llm_effect_size,deepseekv4flash_llm_p_value,deepseekv4flash_llm_variance_d,deepseekv4flash_llm_ci_lower,deepseekv4flash_llm_ci_upper,gpt54_llm_mean_control,gpt54_llm_mean_intervention,gpt54_llm_std_control,gpt54_llm_std_intervention,gpt54_llm_effect_size,gpt54_llm_p_value,gpt54_llm_variance_d,gpt54_llm_ci_lower,gpt54_llm_ci_upper
Camilleri_2,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,information,translation,artefactual_field,Other,high,low,low,1,"You are choosing one of two vehicles to purchase and gasoline costs $4.00 per gallon. The display shows: Vehicle A—price $18,000; fuel consumption 750 gallons per 15,000 miles. Vehicle B—price $21,000; fuel consumption 600 gallons per 15,000 miles.","You are choosing one of two vehicles to purchase and gasoline costs $4.00 per gallon. The display shows: Vehicle A—price $18,000; fuel cost $3,000 per 15,000 miles. Vehicle B—price $21,000; fuel cost $2,400 per 15,000 miles.",Which vehicle would you purchase?,Vehicle B (1); Vehicle A (0),484,322,161,161,1,0.473,,0.57,,0.1945,1,0.0125,-0.0246306351441453,0.4136306351441454,0.04,0.04,0.1979486637221574,0.19794866372215741,0.0,1.0,0.012422360248447204,-0.21844904520330954,0.21844904520330954,0.48,0.6,0.5046720495044485,0.49487165930539356,0.24136859514431963,0.3157569237654325,0.012512824221617922,0.022125581622955,0.4606116086656843,0.06,0.08,0.23989793748209526,0.2740475156178697,0.07857897808220127,1.0,0.012431948223286401,-0.13995435383939875,0.2971123100038013,0.3,0.06,0.4629100498862757,0.23989793748209526,-0.664345354386513,0.004194047655944133,0.013107693711016988,-0.8887393507971637,-0.43995135797586227,0.36,0.24,0.4848732213850611,0.43141911058689997,-0.2630568414876162,0.27523352407483115,0.012529811959399752,-0.4824486295588084,-0.04366505341642399,0.06,0.0,0.23989793748209526,0.0,-0.4949341263408955,0.24102816726442872,0.01280273259226215,-0.7167024064116342,-0.27316584627015683
Camilleri_3,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,information,translation,artefactual_field,Other,high,low,low,1,"You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, fuel consumption 7.0 gallons per 100 miles; Vehicle B: Price $34789, fuel consumption 6.0 gallons per 100 miles.   ","You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, cost of gas $28 per 100 miles; Vehicle B: Price $34789, cost of gas $24 per 100 miles.",Which vehicle do you prefer?,"1 =Vehicle B, 0 = Vehicle A",424,283,142,141,1,0.672,,0.751,,0.1747,1,0.0142,-0.0588566639037657,0.4082566639037657,0.08,0.08,0.27404751561786983,0.2740475156178698,0.0,1.0,0.014134452102687045,-0.2330169858734461,0.2330169858734461,0.04,0.12,0.19794866372215741,0.32826072265931605,0.30476737019868133,0.2688067435476623,0.01429855660787754,0.07040159538391566,0.539133145013447,0.06,0.16,0.2398979374820953,0.3703280399090204,0.3280995657940806,0.20110647020074096,0.014324645256528502,0.09352008059981715,0.5626790509883441,0.06,0.06,0.23989793748209529,0.23989793748209526,0.0,1.0,0.014134452102687045,-0.2330169858734461,0.2330169858734461,0.18,0.2,0.38808793449160356,0.4040610178208844,0.05099715683327155,1.0,0.014139046996688949,-0.182057701090007,0.28405201475655006,0.06,0.06,0.23989793748209529,0.23989793748209526,0.0,1.0,0.014134452102687045,-0.2330169858734461,0.2330169858734461
Camilleri_4,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,information,translation,artefactual_field,Other,high,low,low,1,"You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, fuel consumption 1050 gallons per 15,000 miles; Vehicle B: Price $34789, fuel consumption 900 gallons per 15,000 miles.  ","You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, cost of gas $4200 per 15,000 miles; Vehicle B: Price $34789, cost of gas $3600 per 15,000 miles.",Which vehicle do you prefer?,"1 =Vehicle B, 0 = Vehicle A",484,323,162,161,1,0.552,,0.57,,0.0363,0,0.0124,-0.1819523525110488,0.2545523525110489,0.22,0.16,0.41845195759648035,0.3703280399090205,-0.15337683465885832,0.6101826580179308,0.012420435192950576,-0.37180895301332495,0.06505528369560834,0.12,0.18,0.328260722659316,0.38808793449160356,0.1688148493889977,0.5754030229127534,0.012428134883297725,-0.04968496381966478,0.38731466259766023,0.08,0.04,0.27404751561786983,0.19794866372215747,-0.17079726284243518,0.6736996149830901,0.012429177068468373,-0.3893062372202327,0.047711711535362356,0.22,0.2,0.4184519575964805,0.40406101782088427,-0.049115308792222256,1.0,0.012387753861909994,-0.26725986256659884,0.1690292449821543,0.26,0.32,0.443087497693452,0.47121207149916117,0.13238681896794802,0.659387013056663,0.01241115007905968,-0.0859636377436476,0.3507372756795436,0.08,0.06,0.27404751561786994,0.23989793748209529,-0.07857897808220127,1.0,0.01239357792110301,-0.29677480578058124,0.13961684961617868
Catlin_1,Catlin & Wang (2013),Recycling gone bad: When the option to recycle increases resource consumption,2013,structure,consequence,conventional_lab,Recycling or reuse,low,medium,low,1,"You are participating in a product evaluation study. You are asked to evaluate a new pair of scissors. To do so, you will cut shapes (such as triangles, squares, etc.) out of a stack of white paper using the scissors provided. You can use as much paper as you like, and you may cut as many shapes as you wish. After cutting, please dispose of any paper scraps in the trash can provided in the room, where they will be processed as waste. You will then continue evaluating the scissors.","You are participating in a product evaluation study. You are asked to evaluate a new pair of scissors. To do so, you will cut shapes (such as triangles, squares, etc.) out of a stack of white paper using the scissors provided. You can use as much paper as you like, and you may cut as many shapes as you wish. After cutting, please dispose of any paper scraps in the receptacles provided in the room (a recycling bin and a trash can). Paper placed in the recycling bin can be reused, while paper placed in the trash can will be processed as waste. You will then continue evaluating the scissors.",How much paper would you use for this task?,Please report the quantity of paper used (in grams).,43,43,22,21,0,9.45,,27.9,,-0.7139,-1,0.099,-1.3305882707241303,-0.0972117292758696,25.0,31.1,21.04417123236605,19.280157929745233,-0.3022578064054375,0.13395725009487686,0.09413591611467478,-0.9036056635587157,0.29909005074784084,100.0,116.0,58.90150893739515,58.41442371503106,-0.27276537352035046,0.17574668701922386,0.09393872038745,-0.8734830493357778,0.3279523022950769,152.6,169.6,46.27160278712843,70.40582072411867,-0.28536103599383505,0.15731316995857828,0.09402046424642417,-0.8863400220700395,0.3156179500823693,65.2,69.5,42.689672794076365,41.431650131910764,-0.10222186452130998,0.610425112273895,0.09319509667343276,-0.7005571602891596,0.4961134312465396,22.08,26.84,12.801211677343801,20.52013446270143,-0.2783323678627976,0.1677829167218398,0.09397439431778042,-0.8791640963620717,0.32249936063647655,14.62,16.82,4.570937473621259,3.402819959014786,-0.545982587494147,0.00761255297908948,0.09653983709506754,-1.1549602625834896,0.06299508759519579
Chabeferret_1,Chabe-ferret et al. (2024),When Nudges Backfire: Evidence from a Randomised Field Experiment to Boost Biological Pest Control,2024,information,social_reference,natural_field,Other,high,high,high,0,"You are a wine grower managing your vineyard. You are invited to learn about a biological pest control method called mating disruption, which can be used to control grapevine moths. This technique is an alternative to chemical pesticides and can be applied to your vineyard.","You are a wine grower managing your vineyard. You are invited to learn about a biological pest control method called mating disruption, which can be used to control grapevine moths. This technique is an alternative to chemical pesticides and can be applied to your vineyard. In your region, more than 5,500 hectares of vineyards are already using this method, and a nearby cooperative plans to apply it to their entire vineyard area. The cooperative strongly promotes this method and encourages growers like you to adopt it, but no additional financial support or incentives are currently offered.'",Would you adopt this pest control method in your vineyard?,"0 = no adoption, 1 = adoption",532,532,266,266,1,0.4,,0.2,,-0.4421,-1,0.0077,-0.6141575683312818,-0.2701288076746256,0.98,0.92,0.1414213562373094,0.2740475156178697,-0.2897189952147694,0.3587953578869416,0.007597685240778435,-0.46055867147601115,-0.11887931895352766,1.0,0.98,0.0,0.14142135623730948,-0.28379410920832715,1.0,0.007594491631974951,-0.45459787634575854,-0.11299034207089573,0.52,0.38,0.5046720495044484,0.49031435147801455,-0.28237652539295244,0.22779999398822554,0.007593737313997177,-0.45317180983280037,-0.11158124095310448,0.98,0.82,0.14142135623730934,0.3880879344916035,-0.5925039519600137,0.019630657257290702,0.007848741478466386,-0.7661432827114381,-0.41886462120858936,0.74,0.46,0.44308749769345207,0.5034574339058886,-0.580740292438247,0.007963489206550003,0.007835770006824493,-0.7542360785820217,-0.4072445062944723,0.94,0.84,0.2398979374820953,0.3703280399090204,-0.3280995657940804,0.20110647020074096,0.007619971170182579,-0.4991896165426052,-0.15700951504555558
Demarque_1,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget.,"This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget. For your information, it was typical for previous participants to choose many ecological products in their purchases.",How many ecological products do you purchase?,Write a number. ,122,61,29,32,0,2.0,2.45,3.25,2.24,0.5337,1,0.0681,0.0222282552386007,1.045171744761399,1.84,3.9,0.5480950312357395,1.2657175104763825,2.11215462691293,7.023753711378148e-16,0.10229994852224455,1.485272628760701,2.7390366250651588,2.82,3.72,0.4819179369552289,1.16128008188009,1.0123176313943731,3.6173175135287336e-06,0.07413265195537748,0.4786721219450455,1.5459631408437007,2.38,2.78,0.530306034093445,0.6788345354580986,0.6566910417482722,0.0014479206053810852,0.06926753832816859,0.14085347419574146,1.172528609300803,2.36,2.64,0.4848732213850613,0.562791874388349,0.5330497273560131,0.009027625629540887,0.06806179150457753,0.021721487056786226,1.0443779676552398,2.04,2.9,0.9026039427960754,0.9948848769417228,0.9053911265638842,1.6994519999397254e-05,0.07245188232610457,0.3778298292367327,1.4329524238910358,1.24,3.18,0.8935140440635365,1.1192198449029087,1.9157186926719525,1.5301267452429645e-15,0.09581454640308912,1.309032913680098,2.522404471663807
Demarque_2,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget.,"This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget. For your information, 90% of previous participants included many ecological products in their purchases.",How many ecological products do you purchase?,Write a number. ,235,78,41,37,0,1.56,2.16,2.57,2.15,0.4686,1,0.0528,0.0182345642340546,0.9189654357659454,1.9,3.74,0.41649656391752143,1.0063066437346473,2.389285558136724,4.382897706520734e-18,0.08801140861100912,1.8078285933229248,2.9707425229505233,3.2,4.14,0.8081220356417685,1.3249566800773642,0.8565704466136234,5.03514615126829e-05,0.056120558942362606,0.39225932659664225,1.3208815666306044,2.32,2.96,0.5510657577710258,0.8320125587749165,0.906949489800386,1.8754979975043317e-05,0.05669007462849926,0.44028838447077245,1.3736105951299997,2.4,2.76,0.5345224838248487,0.6246631745450131,0.6192562158505677,0.0025709108839381068,0.053875464909399165,0.16432723249689274,1.0741851992042426,2.16,2.34,0.7102744511232034,0.9391702807939204,0.21618361345105913,0.2825825234781189,0.051716856536676035,-0.22953846892919133,0.6619056958313096,2.04,2.74,0.6688399948982644,0.8762163557254661,0.8980627079872131,2.066833902519434e-05,0.05658724931073097,0.43182501323964656,1.3643004027347796
Demarque_3,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget.,"This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget. For your information, 70% of previous participants included many ecological products in their purchases.",How many ecological products do you purchase?,Write a number. ,235,79,41,38,0,1.56,2.16,2.29,1.84,0.3627,1,0.0515,-0.0820866109335435,0.8074866109335436,1.82,3.14,0.48191793695522833,0.9478224237370494,1.7556263345925307,4.989016878238077e-13,0.07021377911482453,1.2362773756882968,2.2749752934967646,3.14,3.84,0.6391959234627741,1.075895450500727,0.7910431614610167,0.00016465846821023649,0.05466647187798551,0.3327866824103493,1.249299640511684,2.32,2.68,0.47121207149916117,0.5869325309764039,0.6764034401397245,0.0010515108717833197,0.053601739792786866,0.22263160746216354,1.1301752728172856,2.14,2.42,0.40456577881446526,0.5379477252503636,0.5882942206839108,0.004142438056846204,0.05289647698428836,0.13751751532421913,1.0390709260436024,1.88,2.24,0.7989789402348318,1.204752493846172,0.35218070645621724,0.08184636108550472,0.05149104128751564,-0.09256721623780989,0.7969286291502444,0.78,3.08,0.7899883750113421,0.9441549509633319,2.642186087357632,3.078503955557159e-23,0.09489051008641584,2.0384328372863574,3.2459393374289065
Demarque_4,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,"You are shopping in the Greenshop, a realistic online grocery store with 84 everyday products, including 24 eco-labeled alternatives. You have a €25 budget, and one in five participants will receive the basket they actually selected. Before shopping, the page states: “This shop sells several daily-use products.” Complete the basket as if it were your own purchase.","You are shopping in the Greenshop, a realistic online grocery store with 84 everyday products, including 24 eco-labeled alternatives. You have a €25 budget, and one in five participants will receive the basket they actually selected. Before shopping, the page states: “This shop sells several daily-use products.” It then adds: “For your information, 9% of previous participants purchased one ecological product.” Complete the basket as if it were your own purchase.","After completing your basket, how many eco-labeled products does it contain?",Enter a whole number from 0 to 24.,122,60,29,31,0,2.0,2.45,2.84,2.38,0.348,1,0.0677,-0.1619674128422249,0.8579674128422249,6.02,1.42,1.531838964201165,0.7024737630368142,-3.86023424816477,1.8384383139996902e-29,0.19091922689268725,-4.716626884860705,-3.003841611468834,7.9,2.5,2.4764194033371023,1.0546302185881,-2.83721744265423,9.492801213376334e-22,0.13382251327766376,-3.5542067550138623,-2.120228130294598,5.36,2.2653061224489797,1.4813121596360819,0.4460712855998857,-2.8169482002321504,1.947649960666779e-20,0.13286746616007827,-3.5313744734499757,-2.102521927014325,7.38,3.28,1.894029286673126,0.9484681527255903,-2.737308731610219,9.794298273207846e-22,0.12918131557139825,-3.441755112941417,-2.0328623502790215,3.48,0.64,1.7640398903352152,0.692820323027551,-2.1192151205747676,1.073173155212567e-15,0.10416642919742475,-2.7517900554723314,-1.4866401856772036,5.52,1.18,2.41796001047265,0.6605501726683936,-2.4486467385857313,1.6765579555414193e-17,0.11670641355670651,-3.1182159148393778,-1.779077562332085
Demarque_5,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget.,"This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget. For your information, it was typical for previous participants to choose many ecological products in their purchases.",How many ecological products do you purchase?,Write a number. ,235,81,41,40,0,1.56,2.16,2.22,1.83,0.3294,1,0.0501,-0.1092993126468009,0.768099312646801,1.88,4.06,0.47979587496419057,1.132272412596249,2.5070351754852,3.9915314137274095e-19,0.08818793137848907,1.9249953943081182,3.0890749566622815,3.14,3.88,0.6391959234627741,1.2061069096688817,0.7666715875201221,0.0002621058474423686,0.053018548366084856,0.3153750439024086,1.2179681311378356,2.32,2.68,0.5126959555693246,0.4712120714991613,0.7311261550139315,0.0004160385955268721,0.05268990720210233,0.2812304906837772,1.1810218193440858,2.28,2.7,0.4535573676110729,0.6776309271789387,0.7284282633222234,0.00046246688313190986,0.05266560029013428,0.2786363839138826,1.1782201427305643,1.94,2.64,0.9981615754036242,1.0052921191862383,0.6987888647993921,0.0007160671617307354,0.05240447771458485,0.25011343293292504,1.147464296665859,0.66,3.4,0.7722218143851192,1.1428571428571428,2.8093707173502085,5.5334833875140824e-24,0.09810977370185153,2.1954613953951805,3.4232800393052365
Demarque_6,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget.,"This shop sells several daily usage products. Some products are standard products and some are ecological products. You are shopping for everyday items with a budget. For your information, 70% of previous participants included many ecological products in their purchases.",How many ecological products do you purchase?,Write a number. ,122,59,29,30,0,2.0,2.45,2.77,2.31,0.3236,1,0.0687,-0.1901199830468797,0.8373199830468797,2.22,2.76,0.5066899385990914,0.7708992893275455,0.8278254429701806,8.198297471674269e-05,0.07362367639494483,0.29601502458850704,1.3596358613518542,3.12,3.88,0.7730142433410676,1.0621503025966346,0.8181711150547503,9.377857162621705e-05,0.07348900698376819,0.28684730220438637,1.349494927905114,2.44,2.84,0.5014265364224069,0.46773444410699744,0.8249579113843052,7.810933370660801e-05,0.0735835119163582,0.29329257406321796,1.3566232487053924,2.38,2.54,0.4903143514780145,0.5424810727442152,0.30944421983750137,0.12506596254551164,0.06862758115055553,-0.20400492755073174,0.8228933672257345,1.92,2.26,0.8769148144698746,1.208980005236325,0.3219451403205664,0.11098409729547805,0.06869447054195545,-0.19175416841588455,0.8356444490570174,2.02,2.5,0.5886685079439006,0.7071067811865476,0.7377936301529786,0.00037540571700153224,0.0724291380616019,0.21031514596427436,1.2652721143416827
Demarque_7,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,"You are shopping in the Greenshop, a realistic online grocery store with 84 everyday products, including 24 eco-labeled alternatives. You have a €25 budget, and one in five participants will receive the basket they actually selected. Before shopping, the page states: “This shop sells several daily-use products.” Complete the basket as if it were your own purchase.","You are shopping in the Greenshop, a realistic online grocery store with 84 everyday products, including 24 eco-labeled alternatives. You have a €25 budget, and one in five participants will receive the basket they actually selected. Before shopping, the page states: “This shop sells several daily-use products.” It then adds: “For your information, 1% of previous participants purchased one ecological product.” Complete the basket as if it were your own purchase.","After completing your basket, how many eco-labeled products does it contain?",Enter a whole number from 0 to 24.,235,81,41,40,0,1.56,2.16,1.77,1.54,0.1117,1,0.0495,-0.3243644581072381,0.5477644581072381,6.26,1.0,1.6389394280996452,0.8329931278350429,-4.046153846153846,1.365964267120228e-31,0.1504480275243252,-4.8063774332578975,-3.2859302590497945,7.18,2.56,2.3272125745936796,0.9722685444099172,-2.5905179878975524,9.631288288462106e-20,0.0908148330729377,-3.1811629248587536,-1.9998730509363514,5.148936170212766,3.92,4.925438507974411,6.886366299894779,-0.20423717517648612,0.31263855716848277,0.04964773046863699,-0.6409518556443976,0.23247750529142533,7.64,2.72,1.977010730514995,1.3558640591662483,-2.9024304079042555,6.301728389837842e-25,0.10139087521557028,-3.526520843606286,-2.2783399722022253,4.5,0.52,2.392590603492032,0.8141603913585718,-2.227090250978953,2.978119027245457e-16,0.08000710184074455,-2.781476386343377,-1.6727041156145295,5.18,1.02,2.1159260046473407,0.5146823867043379,-2.7016288450212116,4.46312218933697e-19,0.09444455511386277,-3.303961700931198,-2.099295989111225
Demarque_8,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,medium,high,high,1,"You are shopping in the Greenshop, a realistic online grocery store with 84 everyday products, including 24 eco-labeled alternatives. You have a €25 budget, and one in five participants will receive the basket they actually selected. Before shopping, the page states: “This shop sells several daily-use products.” Complete the basket as if it were your own purchase.","You are shopping in the Greenshop, a realistic online grocery store with 84 everyday products, including 24 eco-labeled alternatives. You have a €25 budget, and one in five participants will receive the basket they actually selected. Before shopping, the page states: “This shop sells several daily-use products.” It then adds: “For your information, 9% of previous participants purchased one ecological product.” Complete the basket as if it were your own purchase.","After completing your basket, how many eco-labeled products does it contain?",Enter a whole number from 0 to 24.,235,80,41,39,0,1.56,2.16,1.67,1.9,0.054,0,0.05,-0.3842612702882907,0.4922612702882907,5.88,1.26,1.7686614332048183,0.48697315854455175,-3.5615962515856108,8.096762063725189e-25,0.1293123186641439,-4.266399732817638,-2.856792770353583,6.88,2.54,2.1631420835140225,0.7059513771774764,-2.6973824886557014,1.0077780200252183e-19,0.09550547135662982,-3.303088964902634,-2.0916760124087688,3.66,2.6,3.191890233906256,0.5345224838248488,-0.4631984707990838,0.024555181545626595,0.05137222468940598,-0.9074329648129988,-0.0189639767851687,7.74,3.04,1.8273433375995292,0.9680613912055673,-3.214233520925352,6.395329731391145e-26,0.11460187658746582,-3.877738147650004,-2.5507288942006996,4.06,0.9,2.141999828502823,0.7354021529276433,-1.9732703710706283,3.3098937220240317e-14,0.07436749427687225,-2.507760470944153,-1.4387802711971034,4.6,1.18,2.2131333406899527,0.5602477586036447,-2.1185840707964596,6.427429343403374e-15,0.07808375994991779,-2.6662660482364466,-1.5709020933564726
Dickerson_1,Dickerson et al. (1992),Using cognitive dissonanace to encourage water conservation,1992,assistance,commitment,framed_field,Other,low,high,high,1,You are on your way to take a shower after swimming.,"As you leave the pool on your way to shower, a representative of the campus water conservation office asks whether you support water conservation. After you say yes, you answer a brief survey about whether you always turn off the water while soaping, whether you always shower as briefly as possible or sometimes linger, the length of a water-efficient shower, and your usual shower length. You then print your name on a flyer that reads: “Please conserve water. Take shorter showers. Turn showers off while soaping up. If I can do it, so can you!” The flyer will be attached to posters distributed around campus. You then proceed to the shower.","How long did your shower last, measured as the total time the water was running?",Enter the duration in seconds.,60,40,20,20,0,301.8,142.32,247.7,104.05,0.434,1,0.1024,-0.1931884750528172,1.061188475052817,332.4,298.8,66.62597397534438,58.75024967380731,0.5349324258130358,0.00878714169759969,0.10357690875232774,-0.0958499691116006,1.1657148207376722,198.6,264.0,51.03060306306006,54.210474174315074,-1.2422937616273677,1.2855939861055096e-08,0.11929117237722844,-1.9192369840319115,-0.565350539222824,300.0,324.86,0.0,47.26434994274442,-0.7438449741334523,0.0005143391647593656,0.10691631681929496,-1.384715185893687,-0.10297476237321745,304.8,285.4,52.614888868192494,50.51611179634088,0.3761426515755255,0.06298499923809557,0.10176854117917834,-0.24910902589677675,1.0013943290478278,364.8,350.4,101.30253738990274,120.82978413741324,0.12915436912404424,0.5199822079384075,0.10020851063829787,-0.4912864959872978,0.7495952342353862,288.0,391.8,104.27592909082662,75.800220774004,-1.138696644398912,1.5606408496603533e-07,0.11620787559956677,-1.8068341817039801,-0.47055910709384374
Dickerson_2,Dickerson et al. (1992),Using cognitive dissonanace to encourage water conservation,1992,assistance,reminder,framed_field,Energy conservation,low,medium,medium,1,You are on your way to take a shower after swimming.,"You are on your way to take a shower after swimming. Before you enter, a member of the campus water conservation team greets you and asks if you support saving water. After you agree, she invites you to answer a few short questions to help raise awareness of daily water use: “Do you turn off the water while soaping or shampooing?” “Do you ever take longer showers than necessary?” “What do you think is a reasonable length of time for a quick, water-saving shower (in minutes)?” “On average, how long do you usually shower here at the Field House?” She thanks you for your input and reminds you: “Every second counts. A shorter shower saves both water and energy.” You realize that you should save time during your shower to conserve water resources. You then proceed to take your shower as usual.",How long did you spend taking a shower this time?(You usually take a shower for about 300 seconds),Please output actual duration of your shower in seconds.,60,40,20,20,0,301.8,142.32,248.3,146.07,0.371,1,0.1017,-0.2540410883010753,0.9960410883010752,299.6,242.4,29.96324278791177,8.221425468536095,2.603515296518372,1.2625315571466442e-18,0.18472864874006434,1.7611213879830436,3.4459092050537,197.6,240.6,30.476488093784905,9.563962973323441,-1.9038053831714095,1.6980323344649995e-13,0.14530593671240546,-2.65092436451447,-1.156686401828349,295.2,275.5,24.03144198922804,14.716712698597512,0.9886574839733638,4.062929318402194e-06,0.11221804525770679,0.33208989431006786,1.6452250736366598,249.9,244.2,14.93147613572874,10.51529498261597,0.44139625764650803,0.029917591742907004,0.10243538320330428,-0.18590056711631198,1.068693082409328,268.7,275.7,31.940793442153044,29.52014186128182,-0.22761050065688562,0.2578902934146394,0.10064758175011598,-0.8494091342156255,0.3941881329018543,278.66,281.72,34.515072129167464,21.43717922351783,-0.10650832549290472,0.5957927099434407,0.10014180029249128,-0.7267426377119081,0.5137259867260987
Dinner_1,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,structure,default,artefactual_field,Energy conservation,medium,medium,medium,0,"You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with incandescent bulbs, which are cheaper but less efficient. The contractor now asks: “Are you okay with the incandescent bulbs, or would you prefer to switch to compact fluorescent (CFL) bulbs, which are more expensive but energy efficient? If you want to switch, we can do so at no extra labor cost.","You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with compact fluorescent (CFL) bulbs, which are more expensive but energy efficient. The contractor now asks: “Are you okay with the CFL bulbs, or would you prefer to switch to incandescent bulbs, which are cheaper but less efficient? If you want to switch, we can do so at no extra labor cost.",Which type of light bulbs do you choose to keep in your home?,"Incandescent bulb (0), compact fluorescent lamp (CFL) bulb (1), first output a brief reason, then output a number.",126,126,63,63,1,0.19,,0.58,,0.8294,1,0.0345,0.4653528474030495,1.1934471525969506,0.8,0.98,0.4040610178208843,0.1414213562373095,0.6435011087932851,0.010563656850301813,0.03338926062308804,0.2853622115243392,1.001640006062231,0.88,1.0,0.328260722659316,0.0,0.7074832117793428,0.035258260485873466,0.03373227180535561,0.34750941680429875,1.067457006754387,0.6829268292682927,0.9523809523809523,0.47111699132189566,0.21554026870452106,0.7562704848779003,0.003680153333017046,0.034015654945624814,0.3947877913328867,1.1177531784229138,0.74,0.96,0.44308749769345207,0.19794866372215744,0.6674257728096467,0.005101399646004978,0.03351371889766093,0.3086200160641856,1.0262315295551077,0.28,0.64,0.45355736761107274,0.48487322138506106,0.7393927826041513,0.0006474111570956457,0.03391548288479011,0.37844274328308736,1.1003428219252154,0.5,0.8,0.5050762722761054,0.40406101782088427,0.643501108793284,0.003333354025136573,0.033389260623088036,0.28536221152433816,1.00164000606223
